fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
10.1;0.38;0.62;1.7999999999999994;0.035;22.0;126.0;0.99666;3.3400000000000003;0.46;10.4;9
7.6000000000000005;0.42000000000000004;0.39999999999999997;5.199999999999999;0.17;33.0;162.0;0.9970500000000001;3.32;0.35;9.3;9
10.1;0.38;0.62;1.7999999999999994;0.035;22.0;126.0;0.99666;3.3400000000000003;0.46;10.4;9
9.0;0.38;0.65;13.700000000000001;0.049;56.0;190.0;0.99985;3.1899999999999995;0.44999999999999996;9.3;9
6.800000000000001;0.25;0.36;1.4;0.065;21.0;132.0;0.9943500000000001;3.34;0.33;9.1;9
8.600000000000001;0.25;0.51;14.5;0.045;46.0;163.0;1.00085;3.3299999999999996;0.5599999999999999;8.5;9
8.2;0.33999999999999997;0.37999999999999995;10.4;0.041;22.0;145.0;0.9971500000000001;3.1599999999999997;0.21999999999999997;9.3;9
7.6000000000000005;0.27;0.44999999999999996;4.800000000000001;0.084;11.0;133.0;0.99475;3.4499999999999997;0.24;10.700000000000001;9
7.2;0.30000000000000004;0.38999999999999996;1.7999999999999998;0.026000000000000002;15.0;153.0;0.9933500000000001;3.4099999999999997;0.49;10.4;9
8.4;0.19;0.49999999999999994;1.5999999999999999;0.027;30.0;140.0;0.99155;3.1399999999999997;0.65;12.4;9
8.3;0.30000000000000004;0.43;1.7;0.029;27.0;168.0;0.99165;3.11;0.35;12.0;9
7.700000000000001;0.11999999999999994;1.07;12.2;0.022999999999999996;52.0;144.0;0.9969;3.15;0.49;9.499999999999998;9
8.600000000000001;0.48;0.44999999999999996;8.700000000000001;0.027;51.0;151.0;0.9932500000000001;3.1899999999999995;0.12;12.6;9
8.3;0.30000000000000004;0.43;1.7;0.029;27.0;168.0;0.99165;3.11;0.35;12.0;9
8.4;0.19;0.49999999999999994;1.5999999999999999;0.027;30.0;140.0;0.99155;3.1399999999999997;0.65;12.4;9
7.2;0.19;0.37999999999999995;1.7;0.051000000000000004;41.0;147.0;0.99175;3.1799999999999997;0.31;11.3;9
8.7;0.15;0.5700000000000001;2.1000000000000005;0.033;35.0;109.0;0.99154;3.27;0.6699999999999999;13.3;9
7.6;0.26;0.5;1.9000000000000001;0.030000000000000002;29.0;108.0;0.9910399999999999;3.4;0.5800000000000001;13.200000000000001;9
7.699999999999999;0.23999999999999996;0.38;1.6;0.023000000000000003;16.0;78.0;0.99138;3.37;0.63;11.1;9
9.5;0.23999999999999996;0.41000000000000003;1.5;0.022000000000000002;17.0;98.0;0.99338;3.1300000000000003;0.61;9.6;9
8.100000000000001;0.26;0.41;9.1;0.039;55.0;191.0;0.9971500000000001;3.1599999999999997;0.43000000000000005;9.6;9
7.3;0.24999999999999997;0.38;1.1;0.026;15.0;79.0;0.99238;3.49;0.73;10.200000000000001;9
8.0;0.47;0.3;4.3;0.019;11.0;102.0;0.99238;2.99;1.06;11.5;9
8.0;0.48999999999999994;0.3;4.2;0.02;11.0;102.0;0.99238;2.99;1.05;11.5;9
8.100000000000001;0.26;0.41;9.1;0.039;55.0;191.0;0.9971500000000001;3.1599999999999997;0.43000000000000005;9.6;9
9.5;0.26;0.48000000000000004;5.699999999999999;0.043000000000000003;29.0;131.0;0.99706;3.45;0.48000000000000004;10.4;9
9.3;0.3;0.53;7.499999999999999;0.043000000000000003;28.0;122.0;0.99536;3.3200000000000003;0.41000000000000003;12.1;9
7.9;0.37;0.48;5.1;0.041;46.0;163.0;0.9930500000000001;3.4199999999999995;0.33999999999999997;12.3;9
8.4;0.26;0.37;4.65;0.043000000000000003;46.0;166.0;0.9933500000000001;3.0799999999999996;0.27;11.4;9
9.600000000000001;0.275;0.47;5.800000000000001;0.046;53.0;159.0;0.99555;3.05;0.21999999999999997;10.1;9
7.500000000000001;0.23;0.49;7.6;0.033;52.0;176.0;0.9944500000000001;3.34;0.14;11.3;9
8.0;0.22;0.51;6.300000000000001;0.068;40.0;212.0;0.9963500000000001;3.4199999999999995;0.2;9.5;9
8.5;0.009999999999999953;0.69;9.6;0.019;61.0;160.0;0.9944;3.1799999999999997;0.36;11.1;9
8.600000000000001;0.62;0.7999999999999999;17.25;0.039;62.0;228.0;1.00055;3.07;0.62;9.200000000000001;9
8.3;0.08000000000000002;0.62;2.3000000000000003;0.051000000000000004;17.0;113.0;0.99564;3.58;0.56;11.1;9
7.199999999999999;0.18;0.5700000000000001;2.3000000000000003;0.048;34.0;104.0;0.9908399999999999;3.38;0.56;13.200000000000001;9
10.3;0.17;0.6799999999999999;1.4;0.05;24.0;142.0;0.9963500000000001;3.0999999999999996;0.49;9.4;9
9.8;0.18;0.77;1.5;0.047;23.0;130.0;0.9953500000000001;3.1399999999999997;0.32;10.3;9
10.5;0.24999999999999997;0.63;1.6;0.038000000000000006;15.0;94.0;0.99428;3.0100000000000002;0.8;10.200000000000001;9
5.800000000000001;0.395;0.16999999999999998;13.4;0.042;38.0;142.0;0.99755;3.5799999999999996;0.26;9.8;9
6.699999999999999;0.17;0.39;4.25;0.04;37.0;115.0;0.99354;3.48;0.5700000000000001;11.1;9
10.2;0.28;0.63;1.2;0.041;17.0;160.0;0.9943500000000001;3.0599999999999996;0.3;10.4;9
9.8;0.35;0.51;1.2;0.047;15.0;186.0;0.9954500000000001;3.1999999999999997;0.35;9.5;9
7.000000000000001;0.33999999999999997;0.49;6.1;0.041;47.0;169.0;0.99585;3.2699999999999996;0.33;9.200000000000001;9
8.4;0.009999999999999953;0.69;11.2;0.027999999999999994;64.0;159.0;0.9962;3.23;0.52;10.799999999999999;9
8.5;0.28500000000000003;0.35;1.9;0.027;41.0;190.0;0.99375;3.1599999999999997;0.26;11.1;9
7.6000000000000005;0.18;0.43;1.2999999999999998;0.04;22.0;177.0;0.9932500000000001;3.4399999999999995;0.49;10.700000000000001;9
7.5;0.22999999999999995;0.39;1.1;0.033;26.0;96.0;0.99258;3.5300000000000002;0.7;10.200000000000001;9
7.000000000000001;0.28;0.62;6.5;0.039;60.0;234.0;0.9960500000000001;3.1499999999999995;0.29;8.700000000000001;9
7.999999999999999;0.13;0.59;2.0;0.045;6.0;113.0;0.9922399999999999;3.29;0.81;13.200000000000001;9
7.699999999999999;0.37;0.54;5.1;0.029;17.0;113.0;0.9918399999999999;3.48;0.5;13.6;9
5.7;0.33999999999999997;0.38999999999999996;0.7999999999999999;0.038;29.0;152.0;0.99255;3.6599999999999997;0.43000000000000005;10.0;9
6.800000000000001;0.23;0.35;1.5999999999999999;0.094;41.0;161.0;0.99295;3.5599999999999996;0.53;10.9;9
7.500000000000001;0.19;0.43999999999999995;1.2;0.044;22.0;182.0;0.9932500000000001;3.3699999999999997;0.49;10.700000000000001;9
8.1;0.26;0.6499999999999999;2.8;0.041;28.0;113.0;0.9919399999999999;3.45;0.5900000000000001;13.200000000000001;9
7.1000000000000005;0.25;0.8099999999999999;6.699999999999999;0.043000000000000003;34.0;168.0;0.9963500000000001;3.2399999999999998;0.22999999999999998;9.1;9
7.4;0.29000000000000004;0.42;1.4;0.048;45.0;167.0;0.9933500000000001;3.2399999999999998;0.31;10.4;9
6.3;0.44999999999999996;0.41000000000000003;1.2;0.017;14.0;81.0;0.98958;3.3600000000000003;0.5700000000000001;11.6;9
8.8;0.13;0.6;2.6000000000000005;0.053;20.0;103.0;0.99484;3.1;0.53;9.9;9
8.7;0.15;0.58;2.7;0.051000000000000004;24.0;107.0;0.99484;3.1;0.52;9.9;9
7.199999999999999;0.09;0.49;9.3;0.059000000000000004;24.0;109.0;0.9980399999999999;3.65;0.47000000000000003;9.200000000000001;9
8.5;0.19;0.73;16.9;0.051000000000000004;70.0;210.0;1.00095;3.2699999999999996;0.38;9.200000000000001;9
8.4;0.24;0.48;1.7;0.035;63.0;180.0;0.99155;3.2099999999999995;0.62;12.5;9
9.399999999999999;0.18;0.6699999999999999;1.7000000000000002;0.049;26.0;106.0;0.99264;3.46;0.41000000000000003;12.8;9
6.300000000000001;0.24;0.32999999999999996;2.1999999999999997;0.048;61.0;189.0;0.99555;3.7699999999999996;0.59;10.0;9
8.4;0.31999999999999995;0.44999999999999996;6.9;0.043000000000000003;39.0;161.0;0.99465;3.3799999999999994;0.24;11.1;9
7.300000000000001;0.21;0.38999999999999996;6.300000000000001;0.049;41.0;251.0;0.9961500000000001;3.4099999999999997;0.39;9.9;9
7.300000000000001;0.21;0.38999999999999996;6.300000000000001;0.049;41.0;251.0;0.9961500000000001;3.4099999999999997;0.39;9.9;9
10.4;0.45999999999999996;0.42000000000000004;12.85;0.031000000000000007;36.0;116.0;0.99876;3.1200000000000006;0.43000000000000005;10.3;9
7.500000000000001;-0.030000000000000054;0.65;2.3;0.023999999999999997;51.0;118.0;0.9914;3.4;0.39;10.799999999999999;9
8.2;0.5700000000000001;0.31999999999999995;1.9;0.030000000000000002;14.0;151.0;0.99365;3.1599999999999997;0.2;10.3;9
10.4;0.45999999999999996;0.42000000000000004;12.85;0.031000000000000007;36.0;116.0;0.99876;3.1200000000000006;0.43000000000000005;10.3;9
7.2;0.28;0.39999999999999997;12.3;0.06;53.0;181.0;0.99895;3.6299999999999994;0.33999999999999997;9.700000000000001;9
7.9;0.26;0.45999999999999996;1.7999999999999998;0.042;52.0;165.0;0.9913500000000001;3.3799999999999994;0.27;12.1;9
7.699999999999999;0.33;0.54;1.6000000000000003;0.044;36.0;112.0;0.9918399999999999;3.64;0.55;13.1;9
7.6000000000000005;0.49;0.48;6.1;0.04;47.0;163.0;0.9933500000000001;3.3299999999999996;0.21999999999999997;12.1;9
8.8;0.38;0.49;6.199999999999999;0.04;36.0;162.0;0.9941500000000001;3.2699999999999996;0.21000000000000002;11.8;9
8.4;0.31999999999999995;0.44999999999999996;6.9;0.043000000000000003;39.0;161.0;0.99465;3.3799999999999994;0.24;11.1;9
10.299999999999999;0.42999999999999994;0.47;0.9;0.031000000000000003;16.0;61.0;0.99178;2.95;0.47000000000000003;10.3;9
10.0;0.44999999999999996;0.54;4.6;0.03200000000000001;21.0;122.0;0.99456;3.4200000000000004;0.7100000000000001;12.3;9
8.5;0.25;0.48000000000000004;4.6;0.025000000000000005;39.0;130.0;0.99346;3.41;0.43000000000000005;12.2;9
6.300000000000001;0.24;0.32999999999999996;2.1999999999999997;0.048;61.0;189.0;0.99555;3.7699999999999996;0.59;10.0;9
7.300000000000001;0.21;0.38999999999999996;6.300000000000001;0.049;41.0;251.0;0.9961500000000001;3.4099999999999997;0.39;9.9;9
8.4;0.16;0.38999999999999996;1.7;0.041;44.0;179.0;0.9960500000000001;3.55;0.27999999999999997;8.9;9
8.2;0.22;0.49999999999999994;1.0;0.041;39.0;143.0;0.9912500000000001;3.0399999999999996;0.29;11.3;9
7.9;0.25;0.49999999999999994;15.3;0.051000000000000004;56.0;191.0;1.00055;3.4399999999999995;0.45999999999999996;8.8;9
6.9;0.31999999999999995;0.49;6.4;0.04;44.0;167.0;0.99585;3.2699999999999996;0.31;9.200000000000001;9
7.199999999999999;0.29;0.49;2.9000000000000004;0.049;35.0;102.0;0.9919399999999999;3.53;0.53;12.4;9
7.1000000000000005;0.22;0.41;1.2999999999999998;0.041;32.0;132.0;0.99275;3.4799999999999995;0.41000000000000003;10.700000000000001;9
6.800000000000001;0.15;0.35;5.6;0.045;57.0;158.0;0.99565;3.6399999999999997;0.24;10.4;9
6.6000000000000005;0.16;0.37;5.6;0.039;57.0;189.5;0.9953500000000001;3.7099999999999995;0.3;10.5;9
6.8;0.19;0.5;1.9000000000000001;0.041;42.0;114.0;0.99144;3.44;0.55;11.700000000000001;9
8.0;0.39999999999999997;0.24;1.4;0.039999999999999994;16.0;96.0;0.99338;3.2100000000000004;0.5700000000000001;9.4;9
8.2;0.22;0.49999999999999994;1.0;0.041;39.0;143.0;0.9912500000000001;3.0399999999999996;0.29;11.3;9
7.300000000000001;0.16;0.37;1.0999999999999999;0.047;36.0;140.0;0.9932500000000001;3.4499999999999997;0.2;10.0;9
8.1;0.21999999999999997;0.49;0.9;0.026;23.0;95.0;0.99078;3.24;0.62;10.8;9
7.999999999999999;0.21000000000000002;0.41;4.3;0.059000000000000004;19.0;114.0;0.99664;3.4;0.52;9.3;9
7.9;0.25;0.49999999999999994;15.3;0.051000000000000004;56.0;191.0;1.00055;3.4399999999999995;0.45999999999999996;8.8;9
8.0;0.67;0.5599999999999999;14.05;0.169;43.0;185.0;0.99895;3.0199999999999996;0.36;9.200000000000001;9
7.999999999999999;0.22000000000000003;0.56;2.4000000000000004;0.053;23.0;115.0;0.9949399999999999;3.5;0.47000000000000003;10.8;9
8.900000000000002;0.29000000000000004;0.49999999999999994;9.1;0.043000000000000003;42.0;162.0;0.99495;3.2199999999999998;0.25;11.9;9
11.3;0.25;0.65;8.1;0.045;38.0;181.0;0.99855;2.9899999999999998;0.55;9.4;9
11.3;0.25;0.65;8.1;0.045;38.0;181.0;0.99855;2.9899999999999998;0.55;9.4;9
8.9;0.11000000000000001;0.49000000000000005;3.3999999999999995;0.030000000000000006;23.0;121.0;0.9930599999999999;3.2700000000000005;0.42000000000000004;11.9;9
6.800000000000001;0.32999999999999996;0.41;1.5999999999999999;0.033;31.0;130.0;0.99165;3.3999999999999995;0.27999999999999997;11.1;9
7.500000000000001;0.30000000000000004;0.49999999999999994;1.5999999999999999;0.048;7.0;134.0;0.99345;3.2699999999999996;0.5599999999999999;11.3;9
7.500000000000001;0.31000000000000005;0.49999999999999994;1.5999999999999999;0.051000000000000004;11.0;136.0;0.99355;3.28;0.58;11.3;9
7.200000000000001;0.08999999999999997;0.63;3.1;0.030999999999999996;47.0;129.0;0.991;3.48;0.44;11.899999999999999;9
7.500000000000001;0.49;0.29;0.7999999999999999;0.055;6.0;126.0;0.99255;3.2199999999999998;0.29;10.3;9
7.500000000000001;0.41000000000000003;0.41;8.4;0.045;37.0;152.0;0.99375;3.4999999999999996;0.21999999999999997;11.9;9
6.8;0.51;0.38;5.7;0.028;25.0;98.0;0.99138;3.5300000000000002;0.8;12.200000000000001;9
7.699999999999999;0.64;0.24;3.1;0.034;29.0;92.0;0.99338;3.1100000000000003;0.54;9.0;9
7.499999999999999;0.3;0.73;1.8000000000000003;0.047;25.0;101.0;0.9931399999999999;3.49;0.4;10.9;9
7.4;0.26;0.49;1.5;0.048;6.0;133.0;0.99355;3.3499999999999996;0.57;11.3;9
6.800000000000001;0.36;0.37999999999999995;1.2;0.043000000000000003;27.0;138.0;0.9961500000000001;3.8899999999999997;0.51;9.4;9
5.999999999999999;0.43;0.3;5.0;0.04;17.0;115.0;0.99154;3.67;0.97;14.1;9
7.699999999999999;0.49999999999999994;0.41000000000000003;2.8;0.023000000000000003;16.0;85.0;0.98938;3.27;0.7;13.3;9
7.9;0.21;0.37999999999999995;1.0999999999999999;0.045;13.0;143.0;0.9923500000000001;3.32;0.35;11.200000000000001;9
8.4;-5.551115123125783e-17;0.73;2.4;0.020999999999999994;74.0;177.0;0.9918;3.19;0.4;10.799999999999999;9
7.9;0.07;0.41000000000000003;8.1;0.03200000000000001;32.0;123.0;0.99786;3.6200000000000006;0.46;9.6;9
7.3;0.23999999999999996;0.5499999999999999;1.4;0.018000000000000002;24.0;81.0;0.98938;3.25;0.61;12.1;9
7.699999999999999;0.49999999999999994;0.41000000000000003;2.8;0.023000000000000003;16.0;85.0;0.98938;3.27;0.7;13.3;9
6.8;0.21499999999999997;0.38;4.6;0.031000000000000003;20.0;101.0;0.9939800000000001;3.3000000000000003;0.61;9.200000000000001;9
5.999999999999999;0.43;0.3;5.0;0.04;17.0;115.0;0.99154;3.67;0.97;14.1;9
8.0;0.26999999999999996;0.41000000000000003;1.6;0.028;28.0;98.0;0.9891800000000001;3.08;0.65;12.200000000000001;9
7.9;0.21;0.37999999999999995;1.0999999999999999;0.045;13.0;143.0;0.9923500000000001;3.32;0.35;11.200000000000001;9
7.9;0.28;0.44999999999999996;13.0;0.051000000000000004;36.0;200.0;0.9991500000000001;3.1599999999999997;0.33;8.8;9
7.9;0.28;0.44999999999999996;13.0;0.051000000000000004;36.0;200.0;0.9991500000000001;3.1599999999999997;0.33;8.8;9
8.1;0.27999999999999997;0.42000000000000004;5.7;0.024000000000000004;33.0;83.0;0.9921800000000001;3.18;0.65;11.4;9
7.9;0.28;0.44999999999999996;13.0;0.051000000000000004;36.0;200.0;0.9991500000000001;3.1599999999999997;0.33;8.8;9
6.9;0.7000000000000001;0.57;12.5;0.053;58.0;222.0;0.9984500000000001;3.2899999999999996;0.39;9.200000000000001;9
9.4;0.28;0.44;6.1;0.042;30.0;122.0;0.99686;3.43;0.54;10.6;9
9.1;0.14;0.46;2.8999999999999995;0.042;28.0;128.0;0.99656;3.47;0.68;10.4;9
10.1;0.38999999999999996;0.5599999999999999;6.6;0.032;12.0;73.0;0.9931800000000001;2.89;0.5700000000000001;11.5;9
8.3;0.27;0.39;7.6;0.067;8.0;117.0;0.99706;3.2800000000000002;0.39;9.7;9
9.299999999999999;0.29999999999999993;0.43999999999999995;6.8;0.023000000000000003;13.0;90.0;0.99378;3.0;0.5700000000000001;10.4;9
8.2;0.26999999999999996;0.36;3.6;0.022000000000000002;17.0;78.0;0.99238;2.9000000000000004;0.97;11.3;9
7.9;0.28;0.44999999999999996;13.0;0.051000000000000004;36.0;200.0;0.9991500000000001;3.1599999999999997;0.33;8.8;9
8.3;0.14;0.51;1.7000000000000002;0.041;29.0;117.0;0.9940399999999999;3.39;0.48;11.0;9
7.499999999999999;0.2;0.49;6.4;0.038;39.0;96.0;0.9942399999999999;3.56;0.47000000000000003;12.0;9
8.1;0.27999999999999997;0.42000000000000004;5.7;0.024000000000000004;33.0;83.0;0.9921800000000001;3.18;0.65;11.4;9
7.500000000000001;0.32999999999999996;0.42;3.9999999999999996;0.036000000000000004;27.0;155.0;0.9930500000000001;3.3699999999999997;0.66;12.200000000000001;9
10.1;0.16999999999999998;0.64;7.799999999999999;0.04000000000000001;21.0;124.0;0.9972599999999999;3.2700000000000005;0.45;10.3;9
6.1000000000000005;-0.020000000000000046;0.63;2.9;0.020999999999999994;56.0;127.0;0.9901;3.42;0.44;12.1;9
7.0;0.49499999999999994;0.09999999999999999;0.8;0.027;23.0;63.0;0.99258;3.35;0.55;9.200000000000001;9
7.2;0.26;0.35;1.2;0.046;17.0;128.0;0.99395;3.4799999999999995;0.47;9.9;9
9.2;0.5800000000000001;0.43999999999999995;15.450000000000001;0.058;36.5;366.5;1.00065;3.1599999999999997;0.5;10.9;9
7.500000000000001;0.38;0.83;0.8999999999999999;0.045;19.0;132.0;0.99255;3.2499999999999996;0.42000000000000004;10.1;9
7.999999999999999;0.08000000000000002;0.9099999999999999;2.1000000000000005;0.041;27.0;102.0;0.99244;3.32;0.47000000000000003;11.200000000000001;9
9.8;0.31000000000000005;0.58;11.700000000000001;0.043000000000000003;30.0;137.0;0.99855;3.2199999999999998;0.21000000000000002;10.0;9
7.3;0.25999999999999995;0.57;4.5;0.036000000000000004;18.0;90.0;0.99128;3.2600000000000002;0.56;11.5;9
5.699999999999999;0.10500000000000001;0.41;1.6000000000000003;0.052;25.0;104.0;0.99334;3.57;0.54;9.5;9
10.400000000000002;0.28;0.83;9.9;0.057;37.0;225.0;0.9982500000000001;3.1799999999999997;0.3;9.9;9
10.1;0.16999999999999998;0.64;7.799999999999999;0.04000000000000001;21.0;124.0;0.9972599999999999;3.2700000000000005;0.45;10.3;9
8.8;0.1;0.64;1.5999999999999992;0.05;25.0;128.0;0.99386;3.3800000000000003;0.39;10.9;9
7.800000000000001;0.25;0.58;0.8999999999999999;0.046;35.0;140.0;0.99055;3.1699999999999995;0.21000000000000002;12.6;9
8.0;0.28;0.58;1.0;0.043000000000000003;36.0;156.0;0.9922500000000001;3.2499999999999996;0.42000000000000004;11.200000000000001;9
9.299999999999999;0.25999999999999995;0.57;1.1;0.022000000000000002;29.0;81.0;0.99168;2.99;0.8700000000000001;10.3;9
7.199999999999999;0.29999999999999993;0.57;1.5;0.039999999999999994;19.0;87.0;0.9921800000000001;3.29;0.65;9.5;9
9.0;0.27;0.39;1.6999999999999993;0.046000000000000006;7.0;119.0;0.9951599999999999;3.1300000000000003;0.35000000000000003;9.6;9
7.199999999999999;0.29999999999999993;0.57;1.5;0.039999999999999994;19.0;87.0;0.9921800000000001;3.29;0.65;9.5;9
7.6;0.43999999999999995;0.57;2.9;0.019;17.0;94.0;0.98958;3.0900000000000003;0.6799999999999999;12.0;9
7.499999999999999;0.22999999999999998;0.6599999999999999;1.7000000000000002;0.032;32.0;98.0;0.9901399999999999;3.32;0.4;12.6;9
8.0;0.28;0.58;1.0;0.043000000000000003;36.0;156.0;0.9922500000000001;3.2499999999999996;0.42000000000000004;11.200000000000001;9
8.0;0.30999999999999994;0.31999999999999995;14.2;0.041999999999999996;20.0;94.0;0.99758;3.16;0.69;9.5;9
9.100000000000001;0.5900000000000001;0.83;17.75;0.052;52.0;243.0;1.00105;3.11;0.57;9.1;9
9.299999999999999;0.25999999999999995;0.57;1.1;0.022000000000000002;29.0;81.0;0.99168;2.99;0.8700000000000001;10.3;9
6.9;0.26;0.58;7.0;0.051000000000000004;68.0;210.0;0.99565;3.3499999999999996;0.21000000000000002;9.4;9
6.7;0.28;0.58;7.5;0.053;68.0;226.0;0.9961500000000001;3.28;0.33999999999999997;8.8;9
7.800000000000001;0.29000000000000004;0.83;13.5;0.051000000000000004;57.0;162.0;0.99855;3.1499999999999995;0.31;8.700000000000001;9
7.6;0.25;0.41;1.9000000000000001;0.058;17.0;116.0;0.99364;3.41;0.42;10.9;9
8.399999999999999;0.19;0.6599999999999999;1.7000000000000002;0.062;27.0;116.0;0.99464;3.33;0.41000000000000003;9.8;9
9.0;0.06;0.64;5.999999999999999;0.038000000000000006;33.0;125.0;0.9942599999999999;3.3700000000000006;0.44000000000000006;11.7;9
8.4;0.45999999999999996;0.58;12.9;0.034;38.0;158.0;0.9960500000000001;3.26;0.21999999999999997;11.200000000000001;9
10.3;0.08000000000000002;0.89;5.1499999999999995;0.042;32.0;130.0;0.9952599999999999;3.3800000000000003;0.46;11.7;9
7.3999999999999995;0.35;0.57;1.2;0.052000000000000005;36.0;92.0;0.99048;3.37;0.61;12.1;9
8.0;0.19;0.58;1.0999999999999999;0.056;19.0;150.0;0.9922500000000001;3.3499999999999996;0.33999999999999997;11.1;9
8.0;0.19;0.58;1.0999999999999999;0.056;19.0;150.0;0.9922500000000001;3.3499999999999996;0.33999999999999997;11.1;9
7.500000000000001;0.22;0.58;6.5;0.037;50.0;172.0;0.99375;3.32;0.14;11.4;9
8.4;0.45999999999999996;0.58;12.9;0.034;38.0;158.0;0.9960500000000001;3.26;0.21999999999999997;11.200000000000001;9
7.800000000000001;0.43000000000000005;0.58;1.0;0.049;12.0;138.0;0.99345;3.1299999999999994;0.29;9.200000000000001;9
8.4;0.45999999999999996;0.58;12.9;0.034;38.0;158.0;0.9960500000000001;3.26;0.21999999999999997;11.200000000000001;9
8.2;0.55;0.58;13.9;0.035;38.0;156.0;0.9963500000000001;3.26;0.25;11.700000000000001;9
8.900000000000002;0.24;0.58;19.7;0.055;51.0;231.0;1.0017500000000001;3.11;0.41000000000000003;9.1;9
7.500000000000001;0.37;0.83;11.1;0.07;45.0;150.0;0.9973500000000001;3.1199999999999997;0.68;9.1;9
7.3999999999999995;0.35;0.57;1.2;0.052000000000000005;36.0;92.0;0.99048;3.37;0.61;12.1;9
10.3;0.08000000000000002;0.89;5.1499999999999995;0.042;32.0;130.0;0.9952599999999999;3.3800000000000003;0.46;11.7;9
7.7;0.25;0.83;2.6;0.045;43.0;144.0;0.99155;3.4299999999999997;0.27999999999999997;12.1;9
8.5;0.14;0.58;4.4;0.049;28.0;133.0;0.9951500000000001;3.36;0.29;10.5;9
10.5;0.05000000000000002;0.89;4.299999999999999;0.04800000000000001;28.0;128.0;0.99566;3.41;0.44000000000000006;11.9;9
7.000000000000001;0.175;0.58;5.300000000000001;0.049;55.0;164.0;0.9951500000000001;3.6799999999999997;0.31;10.700000000000001;9
8.0;0.19;0.58;1.0999999999999999;0.056;19.0;150.0;0.9922500000000001;3.3499999999999996;0.33999999999999997;11.1;9
8.900000000000002;0.22;0.58;1.0999999999999999;0.052;12.0;137.0;0.9923500000000001;3.1799999999999997;0.33;10.9;9
8.600000000000001;0.47;0.58;9.0;0.032;47.0;151.0;0.9931500000000001;3.28;0.14;12.6;9
7.6000000000000005;0.23;0.83;0.7;0.045;20.0;163.0;0.99365;3.5799999999999996;0.4;10.1;9
7.500000000000001;0.22;0.58;6.5;0.037;50.0;172.0;0.99375;3.32;0.14;11.4;9
8.2;0.32999999999999996;0.57;3.0;0.019;31.0;96.0;0.98968;3.12;0.5800000000000001;12.200000000000001;9
7.6;0.31999999999999995;0.31999999999999995;1.6;0.035;16.0;60.0;0.9921800000000001;3.18;0.5800000000000001;9.700000000000001;9
7.800000000000001;0.43000000000000005;0.58;1.0;0.049;12.0;138.0;0.99345;3.1299999999999994;0.29;9.200000000000001;9
